nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
PLANSCONT CONSTRUCAO E SERVICOS LTDA ME,planscont-construcao-e-servicos-ltda-me,2010-11-30T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
PONTO DA MARI MERCEARIA,ponto-da-mari-mercearia,2011-11-26T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
PROTEC PROJETOS TECNICOS E CONTABEIS,protec-projetos-tecnicos-e-contabeis,1973-03-23T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
RALLY MOTOS PECAS,rally-motos-pecas,2004-01-26T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
RAY LANCHES,ray-lanches,2004-08-25T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
RENATO CAR,renato-car,2011-05-30T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
RESTAURANTE BELONE,restaurante-belone,2007-09-28T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
RESTAURANTE POR DO SOL,restaurante-por-do-sol,2003-07-22T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
RICARDO ELETRO,ricardo-eletro,2007-09-14T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
ROBERTINHO CAR,robertinho-car,1999-06-22T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
S. I. INFORMATICA,s-i-informatica,2008-05-20T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
SACKS,sacks,2008-10-29T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
SAM SERVICOS MEDICOS,sam-servicos-medicos,2011-11-04T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
SERRALHEIRIA SANTANA,serralheiria-santana,2009-02-03T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
SG MOTOS,sg-motos,2011-06-06T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
SHOP TUDO - COMERCIO E SERVICOS,shop-tudo-comercio-e-servicos,2008-01-17T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
SINGULAR PHARMA,singular-pharma,2004-12-29T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
SONOMED,sonomed,1996-10-23T02:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
STARTNET ONLINE,startnet-online,1998-06-01T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
STM SERVICOS,stm-servicos,2001-11-07T02:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
STUDIO AUTOMACAO,studio-automacao,2003-01-10T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
SV MIDIA EXTERIOR,sv-midia-exterior,2005-07-06T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
TCHACO MATERIAIS DE CONSTRUCAO,tchaco-materiais-de-construcao,2011-07-12T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
TCL TERRAPLENAGEM CONSTRUCOES E LAGOS,tcl-terraplenagem-construcoes-e-lagos,2011-01-11T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
TODO DIA,todo-dia,2010-03-01T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
UCM MANUTENCAO INDUSTRIAL,ucm-manutencao-industrial,1989-10-10T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
UNILAR MOVEIS E COLCHOES,unilar-moveis-e-colchoes,2000-11-08T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
UTILGAS DISTRIBUIDORA,utilgas-distribuidora,1986-06-17T03:00:00.000Z,3,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
VADO MATERIAIS DE CONSTRUCAO,vado-materiais-de-construcao,2011-09-01T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
VAI E VEM TRANSPORTE,vai-e-vem-transporte,1994-09-26T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
BAR E LANCHONETE CARLOS CHAGAS,bar-e-lanchonete-carlos-chagas,1994-08-09T03:00:00.000Z,1,Alcobaça,BA,22509,-17.5195,-39.2036,,,,
CECEET,ceceet,2005-07-19T03:00:00.000Z,5,Alcobaça,BA,22509,-17.5195,-39.2036,,,,
COMERCIAL FERRAZ,comercial-ferraz,2009-09-22T03:00:00.000Z,1,Alcobaça,BA,22509,-17.5195,-39.2036,,,,
COMETA,cometa,2002-02-05T02:00:00.000Z,5,Alcobaça,BA,22509,-17.5195,-39.2036,,,,
CONSELHO ESCOLAR,conselho-escolar,1997-09-02T03:00:00.000Z,5,Alcobaça,BA,22509,-17.5195,-39.2036,,,,
ESCOLA MUNICIPAL ELOI FERREIRA,escola-municipal-eloi-ferreira,1999-05-17T03:00:00.000Z,5,Alcobaça,BA,22509,-17.5195,-39.2036,,,,
ESCOLA MUNICIPAL PARAISO VERDE,escola-municipal-paraiso-verde,1999-04-29T03:00:00.000Z,5,Alcobaça,BA,22509,-17.5195,-39.2036,,,,
L S A SERVICOS,l-s-a-servicos,2012-02-08T02:00:00.000Z,1,Alcobaça,BA,22509,-17.5195,-39.2036,,,,
MERCADO SAO JOSE,mercado-sao-jose,2009-05-28T03:00:00.000Z,1,Alcobaça,BA,22509,-17.5195,-39.2036,,,,
MERIAL CONSULTORIA,merial-consultoria,2011-11-16T02:00:00.000Z,3,Alcobaça,BA,22509,-17.5195,-39.2036,,,,
PEIXOL,peixol,1991-04-01T03:00:00.000Z,3,Alcobaça,BA,22509,-17.5195,-39.2036,,,,
SEMEC,semec,1983-10-11T03:00:00.000Z,5,Alcobaça,BA,22509,-17.5195,-39.2036,,,,
A L MERCADINHO,a-l-mercadinho,2010-03-03T03:00:00.000Z,1,Almadina,BA,5273,-14.7089,-39.6415,,,,
C C A VARIEDADES,c-c-a-variedades,2012-03-08T03:00:00.000Z,1,Almadina,BA,5273,-14.7089,-39.6415,,,,
DROGARIA FARIAS,drogaria-farias,2014-06-03T03:00:00.000Z,1,Almadina,BA,5273,-14.7089,-39.6415,,,,
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,fundo-municipal-de-assistencia-social,2011-07-14T03:00:00.000Z,5,Almadina,BA,5273,-14.7089,-39.6415,,,,
FUNDO MUNICIPAL DE SAUDE DE ALMADINA,fundo-municipal-de-saude-de-almadina,2009-01-02T02:00:00.000Z,5,Almadina,BA,5273,-14.7089,-39.6415,,,,
MERCADINHO SANTA BARBARA,mercadinho-santa-barbara,2003-07-24T03:00:00.000Z,5,Almadina,BA,5273,-14.7089,-39.6415,,,,
R H NET INFORMATICA,r-h-net-informatica,2009-04-06T03:00:00.000Z,1,Almadina,BA,5273,-14.7089,-39.6415,,,,
ACOUGUE E MERCADO O PAO CASEIRO,acougue-e-mercado-o-pao-caseiro,2009-04-17T03:00:00.000Z,1,Amargosa,BA,37631,-13.0215,-39.602,,,,
ADCTLA,adctla,2005-12-15T02:00:00.000Z,5,Amargosa,BA,37631,-13.0215,-39.602,,,,
AUTO PECAS BOM CONSELHO,auto-pecas-bom-conselho,2009-12-14T02:00:00.000Z,1,Amargosa,BA,37631,-13.0215,-39.602,,,,
BOTIQUE RAVENNA,botique-ravenna,2010-01-08T02:00:00.000Z,1,Amargosa,BA,37631,-13.0215,-39.602,,,,
CAMAROTE,camarote,2009-08-24T03:00:00.000Z,1,Amargosa,BA,37631,-13.0215,-39.602,,,,
CARPINTARIA REIS,carpintaria-reis,1990-03-26T03:00:00.000Z,3,Amargosa,BA,37631,-13.0215,-39.602,,,,
CONSELHO ESCOLAR DR. ARMANDO DA SILVA LIBORIO,conselho-escolar-dr-armando-da-silva-liborio,2005-09-19T03:00:00.000Z,5,Amargosa,BA,37631,-13.0215,-39.602,,,,
CONSELHO ESCOLAR HELMANO E HUMBERTO DE CASTRO E TIRADEN,conselho-escolar-helmano-e-humberto-de-castro-e-tiraden,2005-07-19T03:00:00.000Z,5,Amargosa,BA,37631,-13.0215,-39.602,,,,
DINA CONFECCOES,dina-confeccoes,2010-10-07T03:00:00.000Z,1,Amargosa,BA,37631,-13.0215,-39.602,,,,
DUVALE,duvale,1987-02-13T02:00:00.000Z,1,Amargosa,BA,37631,-13.0215,-39.602,,,,
FAFA COLCHOES,fafa-colchoes,2014-05-18T03:00:00.000Z,1,Amargosa,BA,37631,-13.0215,-39.602,,,,
FR IMOVEIS,fr-imoveis,2002-12-26T02:00:00.000Z,1,Amargosa,BA,37631,-13.0215,-39.602,,,,
GRAO DE OURO,grao-de-ouro,2004-12-09T02:00:00.000Z,1,Amargosa,BA,37631,-13.0215,-39.602,,,,
J R CONSTRUCOES,j-r-construcoes,2004-05-27T03:00:00.000Z,1,Amargosa,BA,37631,-13.0215,-39.602,,,,
J ROSA,j-rosa,1988-09-12T03:00:00.000Z,3,Amargosa,BA,37631,-13.0215,-39.602,,,,
PRIMEIRA IGREJA BATISTA DE AMARGOSA,primeira-igreja-batista-de-amargosa,1977-07-06T03:00:00.000Z,5,Amargosa,BA,37631,-13.0215,-39.602,,,,
RESTAURANTE E POUSADA TROPICAL,restaurante-e-pousada-tropical,2014-06-06T03:00:00.000Z,1,Amargosa,BA,37631,-13.0215,-39.602,,,,
RIVIERA ROLOJOARIA E JOALHERIA,riviera-rolojoaria-e-joalheria,2002-09-27T03:00:00.000Z,1,Amargosa,BA,37631,-13.0215,-39.602,,,,
SUPER MARQUES,super-marques,2001-07-24T03:00:00.000Z,1,Amargosa,BA,37631,-13.0215,-39.602,,,,
TOTAL INFORMATICA,total-informatica,2014-05-12T03:00:00.000Z,3,Amargosa,BA,37631,-13.0215,-39.602,,,,
UNIDADE ESCOLAR JOAO LEAL SALES,unidade-escolar-joao-leal-sales,2005-07-29T03:00:00.000Z,5,Amargosa,BA,37631,-13.0215,-39.602,,,,
AGMAR,agmar,2010-01-13T02:00:00.000Z,5,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
APS AMELIA RODRIGUES,aps-amelia-rodrigues,1982-11-19T03:00:00.000Z,5,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
ATARSB,atarsb,1999-06-09T03:00:00.000Z,5,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
BARROS TRANSPORTES SERVICOS,barros-transportes-servicos,2001-05-24T03:00:00.000Z,1,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
BODINHO TRANSPORTES,bodinho-transportes,2012-01-27T02:00:00.000Z,1,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
BRADESCO PA - AMELIA RODRIGUES BA,bradesco-pa-amelia-rodrigues-ba,2011-07-28T03:00:00.000Z,5,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
CAIX A ESCOLAR WALTER FALCAO,caix-a-escolar-walter-falcao,2001-05-30T03:00:00.000Z,5,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
CLAUDIA BOUTIQUE,claudia-boutique,1998-12-16T02:00:00.000Z,1,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
COMERCIAL DE ALIMENTOS PONTO NOVO,comercial-de-alimentos-ponto-novo,2007-02-12T02:00:00.000Z,1,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
DIPLANTAO LOCADORA DE VEICULOS E AUTO GUINCHO,diplantao-locadora-de-veiculos-e-auto-guincho,2005-10-26T02:00:00.000Z,1,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
EFIGENIA LANCHES,efigenia-lanches,2014-06-02T03:00:00.000Z,1,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
LINHANYL,linhanyl,2009-04-06T03:00:00.000Z,5,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
OLC PRODUTOS,olc-produtos,2010-05-14T03:00:00.000Z,1,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
SERRLHERIA DAMASCENO,serrlheria-damasceno,1996-04-15T03:00:00.000Z,3,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
TRANSOUZA,transouza,2001-04-05T03:00:00.000Z,5,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
V B ESTRUTURAS PARA EVENTOS,v-b-estruturas-para-eventos,2010-02-12T02:00:00.000Z,1,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
AACP,aacp,2006-03-27T03:00:00.000Z,5,América Dourada,BA,16086,-11.4429,-41.439,,,,
ACALV,acalv,1998-07-14T03:00:00.000Z,5,América Dourada,BA,16086,-11.4429,-41.439,,,,
ASSOCIACAO DOS TAXISTAS DE PREVENIDO,associacao-dos-taxistas-de-prevenido,2006-01-12T02:00:00.000Z,5,América Dourada,BA,16086,-11.4429,-41.439,,,,
AUTO PECAS JEAN,auto-pecas-jean,2009-01-23T02:00:00.000Z,1,América Dourada,BA,16086,-11.4429,-41.439,,,,
DELFINUS MATERIAL DE CONSTRUAO,delfinus-material-de-construao,2009-09-24T03:00:00.000Z,1,América Dourada,BA,16086,-11.4429,-41.439,,,,
FUNDO MUNICIPAL DE SAUDE DE AMERICA DOURADA,fundo-municipal-de-saude-de-america-dourada,1997-02-24T03:00:00.000Z,5,América Dourada,BA,16086,-11.4429,-41.439,,,,
POSTO DE MEDICAMENTOS MAIS SAUDE,posto-de-medicamentos-mais-saude,2004-11-30T02:00:00.000Z,1,América Dourada,BA,16086,-11.4429,-41.439,,,,
POSTO JUNIOR,posto-junior,2011-03-03T03:00:00.000Z,5,América Dourada,BA,16086,-11.4429,-41.439,,,,
ACPVC,acpvc,1995-06-20T03:00:00.000Z,5,Anagé,BA,21229,-14.6151,-41.1356,,,,
AMPPERBS,ampperbs,2008-05-30T03:00:00.000Z,5,Anagé,BA,21229,-14.6151,-41.1356,,,,
AMPPRLT,ampprlt,2008-06-09T03:00:00.000Z,5,Anagé,BA,21229,-14.6151,-41.1356,,,,
ASSOCIACAO CACHOEIRA E LAGOA DE DENTRO,associacao-cachoeira-e-lagoa-de-dentro,2005-02-22T03:00:00.000Z,5,Anagé,BA,21229,-14.6151,-41.1356,,,,
ASSOCIACAO RURAIS DA BOA SORTE E TABUA,associacao-rurais-da-boa-sorte-e-tabua,1994-05-11T03:00:00.000Z,5,Anagé,BA,21229,-14.6151,-41.1356,,,,
COLEGIO ESTADUAL SISINIO RIBEIRO SILVA,colegio-estadual-sisinio-ribeiro-silva,2011-10-25T02:00:00.000Z,5,Anagé,BA,21229,-14.6151,-41.1356,,,,
COMERCIAL RODRIGUES,comercial-rodrigues,2006-08-16T03:00:00.000Z,1,Anagé,BA,21229,-14.6151,-41.1356,,,,
CONSTRUCOES CEARA,construcoes-ceara,2004-02-20T03:00:00.000Z,1,Anagé,BA,21229,-14.6151,-41.1356,,,,
DISTRIBUIDORA DE GAS ANAGE,distribuidora-de-gas-anage,2000-08-08T03:00:00.000Z,1,Anagé,BA,21229,-14.6151,-41.1356,,,,
HC EMPRESTIMOS,hc-emprestimos,2007-02-01T02:00:00.000Z,1,Anagé,BA,21229,-14.6151,-41.1356,,,,
LOJAS ALIANCA,lojas-alianca,2006-10-27T03:00:00.000Z,1,Anagé,BA,21229,-14.6151,-41.1356,,,,
MADEIREIRA UNIAO,madeireira-uniao,2011-06-27T03:00:00.000Z,1,Anagé,BA,21229,-14.6151,-41.1356,,,,
MERCEARIA LIMA,mercearia-lima,1998-03-16T03:00:00.000Z,1,Anagé,BA,21229,-14.6151,-41.1356,,,,
MINERACAO SUDOESTE,mineracao-sudoeste,2007-01-12T02:00:00.000Z,3,Anagé,BA,21229,-14.6151,-41.1356,,,,
PRIMOS MOVEIS,primos-moveis,2010-08-11T03:00:00.000Z,1,Anagé,BA,21229,-14.6151,-41.1356,,,,
REPUS COMERCIO E REPRESENTACOES,repus-comercio-e-representacoes,1988-02-11T03:00:00.000Z,1,Anagé,BA,21229,-14.6151,-41.1356,,,,
RESTAURANTE GAVIAO,restaurante-gaviao,1997-09-25T03:00:00.000Z,1,Anagé,BA,21229,-14.6151,-41.1356,,,,
SONHO DOURADO,sonho-dourado,2010-07-19T03:00:00.000Z,5,Anagé,BA,21229,-14.6151,-41.1356,,,,
VIDRACARIA AUREA,vidracaria-aurea,2010-03-08T03:00:00.000Z,1,Anagé,BA,21229,-14.6151,-41.1356,,,,
W C TRANSPORTES E COMERCIO DE PRODUTOS AGROPECUARIOS,w-c-transportes-e-comercio-de-produtos-agropecuarios,2010-06-09T03:00:00.000Z,1,Anagé,BA,21229,-14.6151,-41.1356,,,,
AC ANDARAI,ac-andarai,1974-06-24T03:00:00.000Z,5,Andaraí,BA,13122,-12.8049,-41.3297,,,,
C.C.C.P.,cccp,2006-07-25T03:00:00.000Z,5,Andaraí,BA,13122,-12.8049,-41.3297,,,,
CAMARA MUNICIPAL DE VERIADORES,camara-municipal-de-veriadores,1988-01-29T02:00:00.000Z,5,Andaraí,BA,13122,-12.8049,-41.3297,,,,
COMERCIAL SANTO ESPEDITO,comercial-santo-espedito,2009-05-20T03:00:00.000Z,1,Andaraí,BA,13122,-12.8049,-41.3297,,,,
IBIRAPITANGA SOLUCOES,ibirapitanga-solucoes,2005-04-11T03:00:00.000Z,1,Andaraí,BA,13122,-12.8049,-41.3297,,,,
IGATU ESCALADA TREKKING,igatu-escalada-trekking,2010-09-30T03:00:00.000Z,1,Andaraí,BA,13122,-12.8049,-41.3297,,,,
MERCEARIA SANTANA,mercearia-santana,2005-10-08T03:00:00.000Z,1,Andaraí,BA,13122,-12.8049,-41.3297,,,,
MERCEARIA SANTOS,mercearia-santos,2005-02-22T03:00:00.000Z,1,Andaraí,BA,13122,-12.8049,-41.3297,,,,
PROJETO CHIC CHIC,projeto-chic-chic,1999-02-03T02:00:00.000Z,5,Andaraí,BA,13122,-12.8049,-41.3297,,,,
PTC - ANDARAI-BA,ptc-andarai-ba,2008-04-22T03:00:00.000Z,5,Andaraí,BA,13122,-12.8049,-41.3297,,,,
AC ANDORINHA,ac-andorinha,1993-11-03T02:00:00.000Z,5,Andorinha,BA,14416,-10.3482,-39.8391,,,,
ASSOCIACAO,associacao,2000-10-30T02:00:00.000Z,5,Andorinha,BA,14416,-10.3482,-39.8391,,,,
ATINELEH PRONTA ENTREGA,atineleh-pronta-entrega,2001-03-09T03:00:00.000Z,1,Andorinha,BA,14416,-10.3482,-39.8391,,,,
CIA. AND'ARTE,cia-andarte,2008-04-30T03:00:00.000Z,5,Andorinha,BA,14416,-10.3482,-39.8391,,,,
CONTTA CONTABILIDADE,contta-contabilidade,1997-08-07T03:00:00.000Z,1,Andorinha,BA,14416,-10.3482,-39.8391,,,,
FMAS,fmas,1995-12-20T02:00:00.000Z,5,Andorinha,BA,14416,-10.3482,-39.8391,,,,
JANIO MOTOS,janio-motos,2012-01-31T02:00:00.000Z,1,Andorinha,BA,14416,-10.3482,-39.8391,,,,
JN ELETRO HIDRAULICA,jn-eletro-hidraulica,2000-07-31T03:00:00.000Z,1,Andorinha,BA,14416,-10.3482,-39.8391,,,,
LIDER PRODUCOES,lider-producoes,2007-11-26T02:00:00.000Z,1,Andorinha,BA,14416,-10.3482,-39.8391,,,,
MERCADO PERALTO,mercado-peralto,2004-09-28T03:00:00.000Z,1,Andorinha,BA,14416,-10.3482,-39.8391,,,,
PRIMEIRA OPCAO,primeira-opcao,2006-04-10T03:00:00.000Z,1,Andorinha,BA,14416,-10.3482,-39.8391,,,,
ROMORY ARTES GRAFICA,romory-artes-grafica,2001-01-25T02:00:00.000Z,1,Andorinha,BA,14416,-10.3482,-39.8391,,,,
SANTANA MATERIAIS DE CONSTRUCAO,santana-materiais-de-construcao,2003-03-13T03:00:00.000Z,3,Andorinha,BA,14416,-10.3482,-39.8391,,,,
TRANSTUR J.B,transtur-jb,2011-01-27T02:00:00.000Z,1,Andorinha,BA,14416,-10.3482,-39.8391,,,,
AGROPECUARIA BOA SORTE,agropecuaria-boa-sorte,2012-02-16T02:00:00.000Z,1,Angical,BA,13902,-12.0063,-44.7003,,,,
AGROPECUARIA SAO JOSE OPERARIO,agropecuaria-sao-jose-operario,2010-06-14T03:00:00.000Z,3,Angical,BA,13902,-12.0063,-44.7003,,,,
AUTO POSTO DE LAVAGEM GOIANO,auto-posto-de-lavagem-goiano,2011-05-02T03:00:00.000Z,1,Angical,BA,13902,-12.0063,-44.7003,,,,
BABY FASHION,baby-fashion,2007-10-03T03:00:00.000Z,1,Angical,BA,13902,-12.0063,-44.7003,,,,
CAMARA MUNICIPAL,camara-municipal,1991-01-29T02:00:00.000Z,5,Angical,BA,13902,-12.0063,-44.7003,,,,
COMERCIAL ASSIS,comercial-assis,2006-06-19T03:00:00.000Z,1,Angical,BA,13902,-12.0063,-44.7003,,,,
COMISSAO PROVISORIA DO PR,comissao-provisoria-do-pr,2011-10-03T03:00:00.000Z,5,Angical,BA,13902,-12.0063,-44.7003,,,,
CONAGRO,conagro,1998-12-14T02:00:00.000Z,5,Angical,BA,13902,-12.0063,-44.7003,,,,
CONSTRUFORT,construfort,2003-09-08T03:00:00.000Z,1,Angical,BA,13902,-12.0063,-44.7003,,,,
COOPACITA,coopacita,2010-10-26T02:00:00.000Z,5,Angical,BA,13902,-12.0063,-44.7003,,,,
MAROLA MATERIAIS PARA CONSTRUCAO,marola-materiais-para-construcao,2010-12-15T02:00:00.000Z,1,Angical,BA,13902,-12.0063,-44.7003,,,,
MDB DE ANGICAL/BA,mdb-de-angicalba,2011-10-06T03:00:00.000Z,5,Angical,BA,13902,-12.0063,-44.7003,,,,
MERCADINHO H. N. MONTEIRO,mercadinho-h-n-monteiro,2002-11-19T02:00:00.000Z,1,Angical,BA,13902,-12.0063,-44.7003,,,,
PASTELART,pastelart,2008-07-03T03:00:00.000Z,1,Angical,BA,13902,-12.0063,-44.7003,,,,
ST ANGICAL II,st-angical-ii,2004-12-15T02:00:00.000Z,5,Angical,BA,13902,-12.0063,-44.7003,,,,
SUPERMERCADO CENTRAL,supermercado-central,2008-07-30T03:00:00.000Z,1,Angical,BA,13902,-12.0063,-44.7003,,,,
SUPERMERCADO ERO JUNIOR,supermercado-ero-junior,1982-03-19T03:00:00.000Z,1,Angical,BA,13902,-12.0063,-44.7003,,,,
VEREDA AGROPECUARIA,vereda-agropecuaria,2009-02-12T02:00:00.000Z,1,Angical,BA,13902,-12.0063,-44.7003,,,,
VILMA MODAS,vilma-modas,2010-06-30T03:00:00.000Z,1,Angical,BA,13902,-12.0063,-44.7003,,,,
CASA DO CAMPO ANGUERA,casa-do-campo-anguera,1996-07-10T03:00:00.000Z,1,Anguera,BA,11369,-12.1462,-39.2462,,,,
NERY CONFECCOES,nery-confeccoes,1993-10-29T02:00:00.000Z,1,Anguera,BA,11369,-12.1462,-39.2462,,,,
PRODUTOS DE PERFUMARIA,produtos-de-perfumaria,2009-12-16T02:00:00.000Z,1,Anguera,BA,11369,-12.1462,-39.2462,,,,
SS SANTIAGO COMERCIAL DE ALIMENTOS,ss-santiago-comercial-de-alimentos,2011-04-04T03:00:00.000Z,1,Anguera,BA,11369,-12.1462,-39.2462,,,,
AC ANTAS,ac-antas,1974-06-24T03:00:00.000Z,5,Antas,BA,19659,-10.3856,-38.3401,,,,
ACADEMIA POINT FITNESS,academia-point-fitness,2011-02-04T02:00:00.000Z,1,Antas,BA,19659,-10.3856,-38.3401,,,,
CARTORIO REGISTRO DE IMOVEIS 1 OFICIO,cartorio-registro-de-imoveis-1-oficio,1993-04-01T03:00:00.000Z,5,Antas,BA,19659,-10.3856,-38.3401,,,,
CASA DO VAQUEIRO,casa-do-vaqueiro,2011-02-09T02:00:00.000Z,1,Antas,BA,19659,-10.3856,-38.3401,,,,
ELETRONICA TAPE VIDEO,eletronica-tape-video,1995-11-29T02:00:00.000Z,1,Antas,BA,19659,-10.3856,-38.3401,,,,
HIPER BOM JESUS,hiper-bom-jesus,2006-08-25T03:00:00.000Z,3,Antas,BA,19659,-10.3856,-38.3401,,,,
MEL DO SERTAO,mel-do-sertao,2011-07-19T03:00:00.000Z,1,Antas,BA,19659,-10.3856,-38.3401,,,,
MERCADINHO E DISK GELADA NOVA OPCAO,mercadinho-e-disk-gelada-nova-opcao,2010-07-09T03:00:00.000Z,1,Antas,BA,19659,-10.3856,-38.3401,,,,
OTICA BOA VISAO,otica-boa-visao,2005-03-09T03:00:00.000Z,1,Antas,BA,19659,-10.3856,-38.3401,,,,
SOARES MATERIAIS DE CONSTRUCAO,soares-materiais-de-construcao,2010-07-27T03:00:00.000Z,1,Antas,BA,19659,-10.3856,-38.3401,,,,
VIANET.ONLINE,vianetonline,2007-08-30T03:00:00.000Z,1,Antas,BA,19659,-10.3856,-38.3401,,,,
ANTONIO CARDOSO PREFEITURA GABINETE DO PREFEITO,antonio-cardoso-prefeitura-gabinete-do-prefeito,1974-12-26T03:00:00.000Z,5,Antônio Cardoso,BA,11670,-12.4335,-39.1176,,,,
ARQUIPASCA,arquipasca,2003-05-19T03:00:00.000Z,5,Antônio Cardoso,BA,11670,-12.4335,-39.1176,,,,
BAHIA DIGITAL SERVICE,bahia-digital-service,2008-03-04T03:00:00.000Z,1,Antônio Cardoso,BA,11670,-12.4335,-39.1176,,,,
TELES COMERCIAIS,teles-comerciais,2006-12-01T02:00:00.000Z,1,Antônio Cardoso,BA,11670,-12.4335,-39.1176,,,,
ACOJAB,acojab,2005-06-20T03:00:00.000Z,5,Antônio Gonçalves,BA,11955,-10.5767,-40.2785,,,,
AGRORACOES,agroracoes,2003-09-11T03:00:00.000Z,1,Antônio Gonçalves,BA,11955,-10.5767,-40.2785,,,,
ANTONIO GONCALVES PREF GABINETE DO PREFEITO,antonio-goncalves-pref-gabinete-do-prefeito,1974-12-23T03:00:00.000Z,5,Antônio Gonçalves,BA,11955,-10.5767,-40.2785,,,,
FUNDO MUNICIPAL DE ASSITENCIA SOCIAL-FMAS,fundo-municipal-de-assitencia-social-fmas,2012-03-27T03:00:00.000Z,5,Antônio Gonçalves,BA,11955,-10.5767,-40.2785,,,,
MERCADINHO NUNES,mercadinho-nunes,2014-05-29T03:00:00.000Z,1,Antônio Gonçalves,BA,11955,-10.5767,-40.2785,,,,
NETE VARIEDADES,nete-variedades,2010-06-01T03:00:00.000Z,1,Antônio Gonçalves,BA,11955,-10.5767,-40.2785,,,,
POSTO VITORIA,posto-vitoria,2004-10-14T03:00:00.000Z,3,Antônio Gonçalves,BA,11955,-10.5767,-40.2785,,,,
SIMPOM-BA,simpom-ba,2005-10-03T03:00:00.000Z,5,Antônio Gonçalves,BA,11955,-10.5767,-40.2785,,,,
CAIXA ESCOLAR LAURO FERREIRA DE SALES,caixa-escolar-lauro-ferreira-de-sales,2004-07-08T03:00:00.000Z,5,Aporá,BA,17840,-11.6577,-38.0814,,,,
CRESCER EM EDUCACAO,crescer-em-educacao,2011-10-05T03:00:00.000Z,1,Aporá,BA,17840,-11.6577,-38.0814,,,,
ESCOLA JOSE BARROS EVANGELISTA,escola-jose-barros-evangelista,2005-06-27T03:00:00.000Z,5,Aporá,BA,17840,-11.6577,-38.0814,,,,
FARMA DIAS,farma-dias,2014-05-14T03:00:00.000Z,1,Aporá,BA,17840,-11.6577,-38.0814,,,,
