nome_fantasia,data_inicio_atividades,cnae_fiscal,cep,municipio,porte
ACTS-DISTRIBUIDORA DE PARAFINAS LTDA,19950619,4731800,43810261,3429,1
ACUCENA CHEIROSA BANDA SHOW,20090317,9001902,45653000,3573,1
ACUPUNTURA TAVARES,20010720,8690903,41820020,3849,1
ACVO,20030613,9430800,46530000,3381,5
ACVP,20040709,9430800,46900000,3897,5
ACVQQ,19980424,9430800,46980000,3589,5
AD REPAROS & SERVICOS,20100623,4744099,45810000,3807,1
AD WAVE TELECOM,19950404,6110803,48790000,3937,1
AD2,20120516,7111100,40295050,3849,1
AD4 ENGENHARIA E SERVICOS,20010814,4924800,45570000,3579,5
ADAFC,20081002,9499500,48110000,3449,5
ADAFES RECUPERACAO DE CREDITOS E SERVICOS,20120523,8230001,48760000,3341,1
ADAFI,20080521,9430800,48730000,3467,5
ADAMES ELETRONICA,19920826,4743100,40296190,3849,1
ADAO CONSTRUTOR,20111207,4399103,47100000,3353,1
ADAO E EVA,20101111,4781400,45810000,3807,1
ADB,20050317,9319199,45658120,3573,5
ADBI,20060717,9312300,44745000,3729,5
ADCF,19980615,9430800,46440000,3705,5
ADCOS COSMETICOS,20070201,4772500,41820908,3849,3
ADCTLA,20051215,9412099,45300000,3319,5
ADDEMBLEIA DE DEUS,20011030,9491000,46740000,3379,5
ADDICIONE SOLUCOES CRIATIVAS,20110415,7490104,43700000,3913,1
ADECCA,20050809,9430800,44750000,3409,5
ADECO,19900808,9430800,48950000,3939,5
ADEFIJ,20070924,8711503,45200290,3661,5
ADEILDA NAIL DESIGNER,20120403,9602502,40394370,3849,1
ADELBA,19840607,9312300,44002128,3515,5
ADELBA,19840607,9312300,48970000,3901,5
ADEMI BA,19751020,9411100,41820020,3849,5
ADEMVALE,20010119,9491000,48904010,3669,5
ADEP,19911022,8513900,40301155,3849,5
ADEPLANE,19990505,7020400,44380000,3495,1
ADEQUA,19950906,9430800,46985000,3589,5
ADERE ASSOCIADOS,19971009,7020400,45435000,3647,1
ADESA,19891101,9430800,48760000,3341,5
ADESAFUC,20070525,9312300,48415000,3089,5
ADESAL,20050906,9491000,40323195,3849,5
ADESAL,20050906,9491000,41635080,3849,5
ADESAL,20050906,9491000,40717180,3849,5
ADESAL,20070827,9491000,40342000,3849,5
ADESAL,20070827,9491000,40301125,3849,5
ADESAL,20070827,9491000,40370190,3849,5
ADESAL,20070827,9491000,41950260,3849,5
ADESCOP,20071003,9430800,44270000,3933,5
ADF,20080704,4530703,45051030,3965,1
ADG,20140606,6810201,44570330,3873,1
ADIBELLA FASHION,20071009,4713002,48850000,3641,1
ADIL,19791026,4110700,40155150,3849,1
ADJETIVO MODAS,20090903,4781400,47970000,3825,1
ADM DO BRASIL,20020614,4622200,47650000,3485,5
ADMDPDR,20090710,9493600,44750000,3409,5
ADMINISTRACAO CENTRAL,19660930,8610101,40050001,3849,5
ADMINISTRACAO DE COMPOSSUIDORES (ACVMP),20101018,8112500,41830540,3849,5
ADMINISTRACAO E PARTICIPACAO VIDA,20110314,6822600,46880000,3595,5
ADMSERV CONDOMINIOS,20071203,8219999,41820770,3849,5
ADOLAR TRANSPORTES,20060118,7719599,44380000,3495,1
ADRECS,20050930,9430800,44530000,3891,5
ADRIANA ARGOLO CONSULTORA IMOBILIARIA,20100208,7319002,41615000,3849,1
ADRIANA CALCADOS,19910902,4782201,45000230,3965,3
ADRIANE DOS SANTOS NERI - VENDAS INDEPENDENTE,20140606,7319002,44089188,3515,1
ADRIANE MODAS,20000803,4781400,45650780,3573,1
ADRIANO BOLSAS E BIJU,20100527,4781400,48905505,3669,1
ADRIANO VARIEDADES,20110530,4530706,42809320,3413,1
ADRIDJ,20061129,7490199,45928000,3761,1
ADS MATERIAIS DE CONSTRUCAO,20040715,4744099,44036231,3515,1
ADSIU,20110906,9430800,48950000,3939,5
ADSSP,19881107,9491000,43850000,3889,5
ADVAL TURISMO,19911119,7911200,42702400,3685,1
ADVANCE VIDEO,19960625,4751201,41100095,3849,1
ADVANCED,20030506,8650099,47801450,3363,3
ADVBL,20110601,9499500,47600000,3377,5
ADVC,19870129,9430800,48890000,3959,5
AEC,20030929,9430800,48830000,3819,5
AECCP,20111101,9493600,48120000,3805,5
AECO,19890224,9312300,44470000,3963,5
AEEC BAHIA,19910328,8550302,40024090,3849,5
AEFAM,19810102,9430800,46500000,3697,5
AELSON MOREIRA,20030612,4744099,46140000,3691,1
AEMAP - ASSESSORIA E MAPEAMENTO,20080523,8211300,45000410,3965,1
AEPASA,20111011,9499500,44220000,3037,5
AEPLCA,20061219,9499500,41810900,3849,5
AERO AGRICOLA RIO GRANDE,20040702,161001,47970000,3825,1
AESB/BA,19981015,9430800,48970000,3901,5
AFACHIT,20040709,9430800,45810000,3807,5
AFAF,19970903,9319199,44002272,3515,5
AFALAP,19890725,9430800,46380000,3431,5
AFBDG,19990520,9430800,45745000,3541,5
AFDI ASSOCIACAO DE FARMACIAS E DROGARIAS INDEPENDENTES,20111006,9411100,45000320,3965,5
AFIL GAS,19860703,4784900,45880000,3411,1
AFLOCAM,20040614,9430800,42803128,3413,5
AFLORA,20090514,4754703,47800200,3363,1
AFQC,20110201,9493600,44600000,3581,5
AFR REPRESENTACOES,20040317,4617600,45607336,3597,1
AFRUTOP,19940408,133410,46165000,3501,1
AFS PINTURAS,20051111,4330404,41195000,3849,1
AFUPAN,20081125,9499500,47650000,3485,5
AFUS,20070619,9499500,48790000,3937,5
AG CARPINTARIA,20140526,1622699,45730000,3609,1
AG GROW SERVICES,20070518,151201,47820000,3877,1
AG ITORORO,19731205,6422100,45710000,3643,5
AG. COOPERATIVA SANTO ANTONIO DE JESUS,20020422,6424703,44571069,3873,5
AGAPE CONSTRUTORA E INCORPORADORA,19890220,4110700,45200310,3661,1
AGB SEGURANCA PATRIMONIAL,20110428,8011101,42700130,3685,1
AGE,19890322,4744099,45960000,3723,1
AGECC,20101119,8800600,40020056,3849,5
AGECSCAN,20011205,9430800,47730000,3421,5
AGENCIA,20050126,7490104,46130000,3339,1
AGENCIA BAIANA DE IMOVEIS,20080310,6821801,42800063,3413,1
AGENCIA BONFINENSE,20070321,9521500,48970000,3901,1
AGENCIA CAMURUJIPE,19951221,7911200,45325000,3385,1
AGENCIA CENTRAL DE ARTISTAS,19890113,9001999,45600020,3597,5
AGENCIA CIDADELA BA,19810902,6423900,40280000,3849,5
AGENCIA DE VIAGENS E TURISMO FILMAGENS E EVENTOS,20101117,7420004,45345000,3653,1
AGENCIA DE VIAGENS FRANCA,19990813,7911200,47240000,3789,1
AGENCIA DO CREDITO,20091112,9430800,48903500,3669,5
AGENCIA ED. SALVADOR PRIME,20120309,6423900,41820021,3849,5
AGENCIA IBICARAI BA,19810610,6423900,45745000,3541,5
AGENCIA IRECE BA,19780927,6423900,44900000,3593,5
AGENCIA ITABUNA EST UNIF BA,19710203,6423900,45600087,3597,5
AGENCIA JARDIM VITORIA BA,20120214,6423900,45605412,3597,5
AGENCIA MEIRELES,20110822,5912001,48080170,3313,1
AGENCIA UBATA BA,20120814,6423900,45550000,3945,5
AGENMED SOLUCOES INTEGRADAS,20010123,7490199,47300000,3443,1
AGESB,19990511,8610101,47120000,3079,5
AGETRAL DA BAHIA,19981117,4120400,41195000,3849,1
AGF-LARGO DA LAPINHA,19980209,5310502,40375017,3849,1
AGILIS,20100830,9529102,48800000,3731,1
AGMAR,20100113,9412099,44230000,3321,5
AGMUB,20110927,9430800,48950000,3939,5
AGNALDO BOLSAS,20081008,4782202,46100000,3391,1
AGNALDO REFRIGERACAO,20110720,4322302,47740000,3905,1
AGNES CONSULTORIA,20110914,6920601,41820774,3849,1
AGOA SERVICOS MEDICOS LTDA ME,20100910,8610102,40155150,3849,1
AGOPECUARIA JELITTO,20011030,151201,45980000,3811,3
AGRA CONSTRUTORA,19960906,4120400,42802540,3413,3
AGRESTE PRODUTOS DE LIMPEZA,20060217,4789005,48400000,3833,1
AGRIMAQUINAS,20050224,4744001,47850000,1112,1
AGRIPEC - CONSULTORIA & PROJETOS RURAIS,20041026,7490103,45029094,3965,1
AGRISEMEN INSEMINACAO ARTIFICIAL,19941005,8130300,45745000,3541,5
AGRIVET AGROVETERINARIO,19890118,4771704,45780000,3637,1
AGRO & ECOLOGICA EMPREENDIMENTOS SUSTENTAVEIS,20051201,7490103,48950000,3939,1
AGRO ALMEIDA RACOES,20111006,4789004,41210000,3849,1
AGRO COMERCIAL BRISA,20050203,4744099,44320000,3463,1
AGRO E MAQUINAS COMERCIO,19960729,4744001,48005135,3313,1
AGRO PESCARA,20020116,4789099,45345000,3653,3
AGRO RURAL,20101202,4771704,45263000,3263,1
AGRO SUPERMERCADO,19990211,4711302,45810000,3807,1
AGRO VIA,20111031,4789099,47850000,1112,5
AGROAGDO,20081014,4683400,46430000,3533,1
AGROAMBIENTE,20091110,7490103,44940000,3451,1
AGROCAMPO,20070309,4789002,47850000,1112,3
AGROCAMPONES VI,19960813,4774100,48330000,3841,1
AGROCOM,19850326,161001,45822000,3117,1
AGROFERRO,20070110,4744001,44900000,3593,5
AGROFERRO,20090527,4744001,46140000,3691,5
AGROFIBRA,19880328,1311100,46430000,3533,1
AGROFILHO COM DE PRODUTOS AGROPECUARIOS E VETERINARIOS,20060713,4744001,46450000,3899,1
AGROGENETICA E REPRESENTACOES JM LTDA,20050201,4619200,45700000,3629,5
AGROINDUSTRIA BOM SOSSEGO,19971119,1031700,45810000,3807,1
AGROINDUSTRIAL,20050225,3321000,47850000,1112,1
AGROINDUSTRIAL ITAGUACU,20011106,119909,47440000,3281,1
AGROM,19871104,133402,45745000,3541,1
AGROMAK,20110518,161001,47850000,1112,1
AGROMEL,20021009,4789099,44345000,3267,3
AGROMELO CONSTRUCAO & CONSTRUTORA,20020823,4744099,45452000,3009,1
AGROMOTOR COMERCIO E SERVICOS,20040920,4757100,45545000,3943,1
AGROMOURA,20031203,4771704,47680000,3461,1
AGRONORTE,20051020,7490103,40015000,3849,1
AGRONOVA AGRICOLA CASA NOVA LTDA,19940909,8130300,47300000,3443,1
AGROPEC - PRODUTOS AGRICOLAS E VETERINARIOS,20030121,4789099,46380000,3431,3
AGROPEC CONSULTORIA RURAL,20110613,7490103,44600000,3581,1
AGROPECUARIA 2A,20010405,133402,47600000,3377,1
AGROPECUARIA ALTO DO JEQUITIBA.,20080214,111399,46445000,3441,1
AGROPECUARIA BELA VISTA,20140616,4771704,44635000,3997,1
AGROPECUARIA BOA SORTE,20120216,4632003,47960000,3327,1
AGROPECUARIA CASA DA TERRA,20090213,4789004,47800390,3363,1
AGROPECUARIA ELOY DE ALMEIDA,20101027,7112000,44530000,3891,5
AGROPECUARIA JF,20140521,4771704,46490000,3569,1
AGROPECUARIA KS,20000427,4789099,47850000,1112,3
AGROPECUARIA NERY,19981109,161099,45600315,3597,5
AGROPECUARIA PAINEIRAS,19900910,115600,47680000,3461,5
AGROPECUARIA PALMEIRAS,19970630,6810202,45000225,3965,3
AGROPECUARIA PLANALTO,20000426,4789099,45190000,3801,1
AGROPECUARIA PONTE GRANDE,20010718,162899,47600000,3377,1
AGROPECUARIA SANTO INACIO,20040601,133410,48904040,3669,1
AGROPECUARIA SAO FRANCISCO,20061005,210101,45960000,3723,1
AGROPECUARIA SAO JORGE,20030426,151201,48400000,3833,1
AGROPECUARIA SAO JOSE OPERARIO,20100614,151201,47960000,3327,3
AGROPECUARIA SILVA,20030729,4771704,46400000,3403,1
AGROPECUARIA TRES IRMAOS,20110125,151201,48120000,3805,5
AGRORACOES,20030911,4771704,44780000,3335,1
AGRORURAL,19951104,4619200,47940000,3999,1
AGROSANTA,19990513,1071600,47700000,3865,1
AGROSELCH,20080311,4611700,47850000,1112,1
AGROSUL,20070214,4661300,47827970,3877,5
AGROVIDA,20110318,4789099,45305000,3505,1
AGRUPAR LTDA,20000619,8299799,47680000,3461,1
AGRUPARH CONSULTORIA E TREINAMENTO,19980213,8299799,41810700,3849,1
AGUA BELLA,20140523,4646001,44001696,3515,3
AGUA DE CHEIRO,20100519,4772500,41730101,3849,5
AGUA DE CHEIRO,20110512,4772500,44052064,3515,1
AGUA DE CHEIRO,20110901,4772500,44075432,3515,1
AGUA DE CHEIRO,20120302,4772500,44850000,3735,1
AGUA E SAPONE,20110518,9601701,46430000,3533,1
AGUA FORTE,20040114,4789099,48906726,3669,3
AGUA MINA,20050831,4399105,44004656,3515,1
AGUA MINERAL CHAPADA DIAMANTINA,20071029,1121600,46900000,3897,1
AGUA SANITARIA LISBOA,19870608,4530703,45203190,3661,1
AGUA VIDA,20080716,4723700,45607090,3597,1
AGUARDENTE BURI,19880728,1111901,44560000,3503,1
AGUAS CLARAS PLACE,20010809,5510801,44330000,3885,1
AGUAS DA VIDA,20140609,4723700,40140450,3849,1
AGUAS DE MARCO FILMES,20110420,5911199,40295050,3849,1
AGUIA - REPRESENTACAO,20070126,4619200,45207070,3661,1
AGUIA AGUA MINERAL,20120420,4784900,41305510,3849,1
AGUIA BRANCA,19860225,4922102,44026460,3515,5
AGUIA BRANCA,19920225,4922102,44010655,3515,5
AGUIA BRANCA ADMINISTRADORA E CORRETORA DE SEGUROS LTDA,20040316,6622300,45000540,3965,1
AGUIA DO SERTAO E LAPONENSE,20010910,4511102,44900000,3593,1
AGUIA DOURADA ALIMENTOS,20010416,4634601,40411760,3849,1
AGUIA PNEUS,19990201,4530703,48601190,3781,1
AGUIA REAL SEGURANCA,20091023,8011101,42700130,3685,3
AGYL ENGENHARIA,20090409,4120400,40280901,3849,1
AGZADA,19820803,7810800,40353000,3849,5
AIBA,19910326,9499500,47810035,3363,5
AILTON AUTOMOVEIS,20100311,4511101,48500000,3513,1
AIQUARA TESOURARIA,19750714,8411600,45220000,3311,5
AIRCOLD SERVICE,20101119,4322302,41710765,3849,1
AIRLADCA,20050301,9430800,46400000,3403,5
AIRMED,20010830,8610102,41820770,3849,1
AIRT,20030814,9430800,48790000,3937,5
AIVA GUINCHOS,20080929,5229002,44094000,3515,1
AJ PINTURAS,20100924,4330404,45037565,3965,1
AJA,20010103,9430800,46470000,3829,5
AJA,19870924,9430800,46400000,3403,5
AJACS,20010607,9430800,45470000,3665,5
AJAX EVENTOS ESPORTIVOS,20100706,8230001,41385755,3849,1
AJAX TRANSPORTES,20100204,4930202,41315060,3849,1
AJECE,19940606,9430800,45203150,3661,5
AJLL CONSTRUCOES,20010612,4120400,45816000,3807,1
AJORP,20051118,9430800,47400000,3971,5
AJPI,20090403,9493600,48280000,3721,5
AJR COMERCIO DE VARIEDADES,20140526,4713002,44470000,3963,1
AJS AUDITORIA E CONSULTORIA CONTABIL,20100429,6920601,45988070,3993,3
AJW,20060209,4110700,41820021,3849,5
AKCF,20041118,9313100,44320000,3463,5
AKI PECAS,20090914,4763603,46810000,3955,1
AKI TEM MATERIAIS DE CONSTRUCAO,19990205,4744005,42800970,3413,1
AKRAGAS,20010522,8112500,40270220,3849,5
AKTIVA PUBLICIDADE,20030127,7311400,45020700,3965,1
AL COMUNICACAO VISUAL,20140519,4329101,42700130,3685,1
AL-HAMBRA,19710825,8112500,40060100,3849,5
ALA,20011010,9430800,48800000,3731,5
ALA,20060215,9430800,46400000,3403,5
ALAC,19960414,9430800,48300000,3471,5
ALADIO DISTRIBUIDOR,20081124,4691500,44571000,3873,5
ALAGOINHAS METAIS,20070119,4687703,48010530,3313,1
ALAKAR COSMETICOS,20011023,4772500,40270240,3849,1
ALAN SOUZA DOS SANTOS,20101124,4772500,45075040,3965,1
ALARTEC,20010806,4759899,45810000,3807,1
ALARTRONIC,20050112,7490104,40015070,3849,1
ALATA TRANSPORTES,20010419,4120400,46430000,3533,1
ALAUDA EMPREENDIMENTOS IMOBILIARIOS,20060808,4110700,45816000,3807,1
ALB,20021218,9430800,46205000,3095,5
ALBA,19790215,8411600,41745001,3849,5
ALBA FASHION,20120123,4755503,45055698,3965,1
ALBANO CURSOS TECNICOS,20120419,8541400,47700000,3865,1
ALBASA,19790628,9411100,40025001,3849,5
ALBATROSS,19931210,4623109,45652155,3573,1
ALBATROZ SERVICOS TOPOGRAFICOS,19911107,7119701,40010020,3849,1
ALBERTINA ESTETICA & CIA,20100630,9602502,48909220,3669,1
ALCANCE OPERADORA,19880428,7912100,41830380,3849,1
ALCE COMERCIO LTDA,20081022,4646001,43700000,3913,3
ALCEL,20070207,9411100,40070900,3849,5
ALCEU VEICULOS,20070123,7711000,46140000,3691,1
ALCFU COMUNICACOES,20090903,6201501,41600610,3849,1
ALCINO ESTALAGEM & ATELIER,20050815,5510801,46960000,3687,1
ALDA NOIVAS,20050121,7723300,40435250,3849,1
ALDEIA TUMBALALA,20050119,9430800,48930000,3497,5
ALDENICE GONCALVES,20140513,5620104,48710000,3427,1
ALECRIM DOURADO,20090327,5611201,42701370,3685,1
ALEFE MAGAZINE,19970422,4781400,45345000,3653,1
ALEIXO SEPULVEDA E ASSOCIADOS,20110302,7319002,40040400,3849,1
ALEMAO BATERIAS,19970513,4530703,40451360,3849,1
ALEMDALUZ,20110304,4321500,47850000,1112,5
ALENCAR REPRESENTACOES,20110113,4613300,47820000,3877,1
ALERTA,19800321,8630503,44500000,3445,3
ALESAT,20070305,4681801,48905480,3669,5
ALESAT,20070806,4681801,47850000,1112,5
ALESSANDRA EMBALAGENS,20120202,8291100,48880000,3861,1
ALESSANDRO OLIVEIRA SOUZA,19970411,2542000,44572045,3873,1
ALEX DO PIRAO,20101021,5620104,40393000,3849,1
ALEXANDRE PRODUCOES,20110218,8230001,48310000,3659,1
ALFA CAKE,20100909,8230001,42700130,3685,1
ALFA CONTABILIDADE,20090109,6920601,45490000,3677,1
ALFA COTTON INTERMEDIACOES DE NEGOCIOS,20091229,4611700,47850000,1112,1
ALFA DESIGNER,20110723,1813001,45360000,3711,1
ALFA ELETRICOS,20011009,4322302,40435080,3849,1
ALFA ELETROMOVEIS,20091026,4754701,47760000,3917,1
ALFA FOTOS,20100521,4789008,47800690,3363,1
ALFAMA,19910301,4781400,40015060,3849,3
ALFREDO BAR,20081121,5611204,40260475,3849,1
ALGASZARRA,20040816,4789001,40157151,3849,3
ALGEBRA ENGENHARIA,20030423,8291100,48110000,3449,1
ALGICLIN,20040402,8640299,46430000,3533,1
ALGODAO DOCE,20081010,4781400,42801170,3413,1
ALGOESTE AMBIENTAL,20090701,3811400,44905000,3973,3
ALGOTEX DANTAS,20080314,4759899,46100000,3391,1
ALIANCA CONTABIL,19990426,6920601,47850000,1112,1
ALIANCA CORRESPONDENTE,20000517,4761003,48005060,3313,1
ALIANCA EMBALAGENS,20060811,4789099,41610071,3849,1
ALIANCA FRANCESA,19740117,8593700,40080004,3849,5
ALIANCA REPRESENTACOES,20050825,4619200,44010901,3515,1
ALIANCE,20120215,6622300,40296295,3849,1
ALILA COMERCIO,20070201,4761002,41705100,3849,1
ALIMENTOS D'IRARA,20090828,1063500,44255000,3591,1
ALIMENTOS DO TRIGO,20100819,1091102,47804260,3363,1
ALIMENTOS NATUR,19961004,1012101,46400000,3403,3
ALIMENTOS SHEKINAH,20070111,4712100,44570360,3873,1
ALINE CONFECCOES,20000717,4781400,45650780,3573,1
ALINE MODAS,20090915,4781400,45280000,3571,1
ALINE NOIVAS,20040917,7723300,45000540,3965,1
ALINE SANTOS CONSULTORIA EM RECURSOS HUMANOS,20110227,8599699,44071870,3515,1
ALINHAMENTO E BALANCEAMENTO FRAGA,20120119,4520001,46900000,3897,1
ALIRIOS,20040301,1521100,41218103,3849,1
ALJ LUZ,20081017,3321000,45824370,3117,1
ALL CLEAN,19860916,8121400,40010020,3849,1
ALL DESIGN,19990127,4754701,45028050,3965,3
ALLANA MATERIAIS DE CONSTRUCAO,20101118,4744099,46740000,3379,1
ALLANBICK PRODUCOES,20081128,9001902,47806041,3363,1
ALLEGORY TEEN,20020826,4781400,45600171,3597,1
ALLIUM SERVICOS MEDICOS LTDA ME,20100524,8610102,40015070,3849,1
ALLURE STORY,19920407,4781400,42803804,3413,1
ALM & LUC PRODUTOS DE LIMPEZA,20030919,4789005,40391200,3849,1
ALMA PRAYANA,20090814,4781400,45428000,3407,1
ALMEIDA CONTABILIDADE E SERVICOS,19740917,6920601,47220000,3417,1
ALMEIDA ELETRIFICACOES,20051019,4221903,45822081,3117,5
ALMEIDA ENGENHARIA,20060213,7112000,48970000,3901,1
ALMEIDA MARTINS COMERCIAL,20111012,4712100,46970000,3967,1
ALMEIDA REPRESENTACOES,19970317,4613300,47560000,3389,1
ALMEIDA REPRESENTACOES,20080123,4615000,44002000,3515,1
ALMIRELI REPRESENTACAO,20030328,4616800,40010010,3849,1
ALO BRINDES,19910513,4789099,40301155,3849,5
ALPHA EMPREENDIMENTOS & CONSULTORIA,20051020,4759899,44698000,3033,1
ALPHA PNEUS,19970603,4530701,40301155,3849,1
ALPHABLOCK,20140617,8020001,42710610,3685,1
ALRS ADMNISTRACAO E CONSULTORIA,20140526,4921301,41705001,3849,1
ALSAN LTDA,19980529,4645101,40060001,3849,1
ALTERNATIVA COZINHA,20101031,5611203,40415080,3849,1
ALTERNATIVE TRAINING SERVICES,20030110,8599604,42828194,3413,1
ALTHA TECNOLOGIA,19910715,4753900,40296710,3849,1
ALTO DO CRUZEIRO COM. DE CAFE IMPORTACAO E EXPORTACAO,20050823,4621400,46760000,3543,1
ALTO GIRO,20051011,4712100,46190000,3773,1
ALUMAQ,20081105,7732201,45202068,3661,1
ALUMIMODAS CONFECCOES UNISSEX,19860520,4781400,45607175,3597,1
ALUMINIO SALVADOR,20040629,4693100,41204025,3849,5
ALUMISEG BOX,20110627,4743100,40314510,3849,1
ALURY SOLUTIONS,20060203,7490104,41820021,3849,1
ALVA,20090527,8800600,45990139,3993,5
ALVA TRANSPORTES,20080723,4921301,45770000,3701,1
ALVARES COMERCIO E REPRESENTACAO,20090511,4616800,45053370,3965,1
ALVES COMERCIO DE FEIJAO,20010419,4712100,45210004,3661,1
ALVO COMO A NEVE,20101022,5612100,41390405,3849,1
ALVO SAUDE AMBIENTAL & CONTROLE DE PRAGAS,20010126,8122200,48170000,3307,1
ALVOR SERVICOS MEDICOS LTDA ME,20120510,8610101,40157151,3849,1
ALY MULTISERVICE,20030805,7711000,48760000,3341,1
ALYSSON TRANSPORTES,19971201,4930202,45190000,3801,1
AM -SORRISO0,20060403,8630504,41825000,3849,1
AM GAS,20010423,4784900,45530000,3599,1
AM INTERFACCE,20001127,6622300,40015001,3849,1
AM TEMPERO COMPLETO,20140521,1095300,45500000,3555,1
AMA STORE,20101117,4781400,45810000,3807,1
AMACAPS,20090212,9499500,45520000,3715,5
AMADEF,19971024,9430800,44540000,3465,5
AMAFAPI,20050406,9430800,44200000,3871,5
AMAI,20090921,9499500,45970000,3621,5
AMAI INFORMATICA,19960516,4751201,45995005,3993,1
AMAM TUR,19961218,7911200,41510350,3849,1
AMANDA DECORACAO,20100809,4789099,44572000,3873,1
AMANDA PRODUTOS NATURAIS,19900920,4771701,48960000,3655,1
AMANDA SANTANA DE JESUS BRITO,20120130,8230001,40255240,3849,1
AMAPESCA,20031002,9430800,44200000,3871,5
AMAPOLA ARTE & PRESENTES,20110530,9602501,42707100,3685,1
AMAR,19890406,9430800,44520000,3985,5
AMARAL COSMETICOS,20080717,4772500,45818000,3807,1
AMARALCRED,20060914,6619399,45659225,3573,5
AMARZONIA ASSESSORIA E GESTAO EMPRESARIAL,20090324,7020400,40015010,3849,5
AMAS-BOQUIRA,20090629,9430800,46530000,3381,5
AMASOFTWARE,20110530,4751201,40450690,3849,1
AMASOLO,20110721,5320201,47850000,1112,1
AMAT,20060222,9430800,45445000,3415,5
AMAV,19980320,9430800,45400000,3957,5
AMAZON DISTRIBUIDORA,20010511,4635499,45602025,3597,5
AMB,20090604,9430800,48760000,3341,5
AMBAC,20000424,9430800,46880000,3595,5
AMBAR QUIMICA,20010604,2062200,45998053,3993,1
AMBAVINSF,20021218,9430800,48608590,3781,5
AMBBA,19870422,9430800,46400000,3403,5
AMBBRU,20030403,9430800,47530000,3765,5
AMBIENTAGRO ENGENHARIA,20110211,7112000,44051335,3515,3
AMBIENTAL,19940510,2029100,41230060,3849,1
AMBIENTAL CONSULTORIA & PROJETOS,20110216,7490199,45020560,3965,1
AMBIENTAL ENGENHARIA,20110318,7119704,47655000,9859,1
AMBIENTAL SUPPLY CHAIN,19910423,4687703,41820020,3849,3
AMBRIZ MEDICOS ESPECIALIZADOS LTDA ME,20091123,8610102,41770235,3849,1
AMBU,19990210,9430800,48400000,3833,5
AMCA PADARIA E CONFEITARIA,20120131,4721102,45840000,3535,1
AMCAD,20050810,8630503,45607291,3597,1
AMCI,20080812,9499500,41720025,3849,5
AMCRCB - ASSOC. DOS MORADORES DO CONJ. RESD. CAMPO BELO,20120112,9499500,48030000,3313,5
AME,19921217,8630502,41820770,3849,1
AME-3 CONSTRUTORA LTDA,20110401,4120400,41730101,3849,1
AMEFAL,20050707,8599699,48330000,3841,5
AMELGO SERVICOS TECNICOS,20090601,4399101,41820021,3849,5
AMELLY CALCADOS,20101117,4782201,42800970,3413,1
AMELPI SOLUCOES ELETRICAS,20140523,4321500,45315000,3727,1
